"taxon" "sample_id" "abundance" "species"
"49" "Abditibacteriota" "G_BG125" 0 "Bufo_gargarizans"
"50" "Abditibacteriota" "G_BG126" 0 "Bufo_gargarizans"
"51" "Abditibacteriota" "G_BG127" 0 "Bufo_gargarizans"
"52" "Abditibacteriota" "G_BG128" 1.49978253153293e-05 "Bufo_gargarizans"
"53" "Abditibacteriota" "G_BG44" 0 "Bufo_gargarizans"
"54" "Abditibacteriota" "G_BG45" 0 "Bufo_gargarizans"
"55" "Abditibacteriota" "G_BG46" 0 "Bufo_gargarizans"
"56" "Abditibacteriota" "G_BG47" 0 "Bufo_gargarizans"
"57" "Abditibacteriota" "G_BG48" 0 "Bufo_gargarizans"
"58" "Abditibacteriota" "G_BG49" 0 "Bufo_gargarizans"
"59" "Abditibacteriota" "G_BG50" 0 "Bufo_gargarizans"
"60" "Abditibacteriota" "G_BG51" 0 "Bufo_gargarizans"
"61" "Abditibacteriota" "G_BG52" 0 "Bufo_gargarizans"
"62" "Abditibacteriota" "G_BG53" 0 "Bufo_gargarizans"
"63" "Abditibacteriota" "G_BG54" 0 "Bufo_gargarizans"
"64" "Abditibacteriota" "G_BG55" 0 "Bufo_gargarizans"
"65" "Abditibacteriota" "G_BG56" 0 "Bufo_gargarizans"
"66" "Abditibacteriota" "G_BG57" 0 "Bufo_gargarizans"
"67" "Abditibacteriota" "G_BG58" 0 "Bufo_gargarizans"
"68" "Abditibacteriota" "G_BG59" 0 "Bufo_gargarizans"
"69" "Abditibacteriota" "G_BG60" 0 "Bufo_gargarizans"
"70" "Abditibacteriota" "G_BG61" 0 "Bufo_gargarizans"
"71" "Abditibacteriota" "G_BG62" 0 "Bufo_gargarizans"
"72" "Abditibacteriota" "G_BG63" 0 "Bufo_gargarizans"
"73" "Abditibacteriota" "G_BG64" 0 "Bufo_gargarizans"
"74" "Abditibacteriota" "G_BG65" 0 "Bufo_gargarizans"
"75" "Abditibacteriota" "G_BG66" 0 "Bufo_gargarizans"
"76" "Abditibacteriota" "G_BG67" 0 "Bufo_gargarizans"
"77" "Abditibacteriota" "G_BG68" 0 "Bufo_gargarizans"
"78" "Abditibacteriota" "G_BG69" 0 "Bufo_gargarizans"
"79" "Abditibacteriota" "G_BG70" 0 "Bufo_gargarizans"
"80" "Abditibacteriota" "G_BG71" 0 "Bufo_gargarizans"
"81" "Abditibacteriota" "G_BG72" 0 "Bufo_gargarizans"
"82" "Abditibacteriota" "G_BG73" 0 "Bufo_gargarizans"
"83" "Abditibacteriota" "G_BG74" 0 "Bufo_gargarizans"
"84" "Abditibacteriota" "G_BG75" 0 "Bufo_gargarizans"
"85" "Abditibacteriota" "G_BG76" 0 "Bufo_gargarizans"
"86" "Abditibacteriota" "G_BG77" 0 "Bufo_gargarizans"
"87" "Abditibacteriota" "G_BG78" 0 "Bufo_gargarizans"
"88" "Abditibacteriota" "G_BG79" 0 "Bufo_gargarizans"
"89" "Abditibacteriota" "G_BG80" 0 "Bufo_gargarizans"
"90" "Abditibacteriota" "G_BG81" 0 "Bufo_gargarizans"
"91" "Abditibacteriota" "G_BG82" 0 "Bufo_gargarizans"
"92" "Abditibacteriota" "G_BG83" 0 "Bufo_gargarizans"
"93" "Abditibacteriota" "G_BG84" 0 "Bufo_gargarizans"
"94" "Abditibacteriota" "G_BG85" 0 "Bufo_gargarizans"
"95" "Abditibacteriota" "G_BG86" 0 "Bufo_gargarizans"
"96" "Abditibacteriota" "G_BG87" 0 "Bufo_gargarizans"
"97" "Abditibacteriota" "G_BG88" 0 "Bufo_gargarizans"
"98" "Abditibacteriota" "G_BG89" 0 "Bufo_gargarizans"
"99" "Abditibacteriota" "G_BG90" 0 "Bufo_gargarizans"
"100" "Abditibacteriota" "G_BG91" 0 "Bufo_gargarizans"
"101" "Abditibacteriota" "G_BG92" 0 "Bufo_gargarizans"
"102" "Abditibacteriota" "G_BG93" 0 "Bufo_gargarizans"
"103" "Abditibacteriota" "G_BG94" 0 "Bufo_gargarizans"
"104" "Abditibacteriota" "G_BG95" 0 "Bufo_gargarizans"
"105" "Abditibacteriota" "G_BG96" 0 "Bufo_gargarizans"
"106" "Abditibacteriota" "G_BG97" 0 "Bufo_gargarizans"
"107" "Abditibacteriota" "G_BG98" 0 "Bufo_gargarizans"
"108" "Abditibacteriota" "G_BG99" 0 "Bufo_gargarizans"
"109" "Abditibacteriota" "G_BP1" 0 "Batrachuperus_pinchonii"
"110" "Abditibacteriota" "G_BP2" 0 "Batrachuperus_pinchonii"
"111" "Abditibacteriota" "G_BP3" 0 "Batrachuperus_pinchonii"
"112" "Abditibacteriota" "G_BP4" 0 "Batrachuperus_pinchonii"
"113" "Abditibacteriota" "G_BP5" 0 "Batrachuperus_pinchonii"
"114" "Abditibacteriota" "G_BP6" 0 "Batrachuperus_pinchonii"
"115" "Abditibacteriota" "G_BP7" 0 "Batrachuperus_pinchonii"
"116" "Abditibacteriota" "G_BP8" 0 "Batrachuperus_pinchonii"
"117" "Abditibacteriota" "G_FM10" 0 "Fejervarya_multistriata"
"118" "Abditibacteriota" "G_FM100" 0 "Fejervarya_multistriata"
"119" "Abditibacteriota" "G_FM101" 0 "Fejervarya_multistriata"
"120" "Abditibacteriota" "G_FM102" 0 "Fejervarya_multistriata"
"121" "Abditibacteriota" "G_FM103" 0 "Fejervarya_multistriata"
"122" "Abditibacteriota" "G_FM104" 0 "Fejervarya_multistriata"
"123" "Abditibacteriota" "G_FM105" 0 "Fejervarya_multistriata"
"124" "Abditibacteriota" "G_FM106" 0 "Fejervarya_multistriata"
"125" "Abditibacteriota" "G_FM107" 0 "Fejervarya_multistriata"
"126" "Abditibacteriota" "G_FM108" 0 "Fejervarya_multistriata"
"127" "Abditibacteriota" "G_FM109" 0 "Fejervarya_multistriata"
"128" "Abditibacteriota" "G_FM11" 0 "Fejervarya_multistriata"
"129" "Abditibacteriota" "G_FM110" 0 "Fejervarya_multistriata"
"130" "Abditibacteriota" "G_FM111" 0 "Fejervarya_multistriata"
"131" "Abditibacteriota" "G_FM12" 0 "Fejervarya_multistriata"
"132" "Abditibacteriota" "G_FM13" 0 "Fejervarya_multistriata"
"133" "Abditibacteriota" "G_FM14" 0 "Fejervarya_multistriata"
"134" "Abditibacteriota" "G_FM15" 0 "Fejervarya_multistriata"
"135" "Abditibacteriota" "G_FM16" 0 "Fejervarya_multistriata"
"136" "Abditibacteriota" "G_FM17" 0 "Fejervarya_multistriata"
"137" "Abditibacteriota" "G_FM18" 0 "Fejervarya_multistriata"
"138" "Abditibacteriota" "G_FM19" 0 "Fejervarya_multistriata"
"139" "Abditibacteriota" "G_FM2" 0 "Fejervarya_multistriata"
"140" "Abditibacteriota" "G_FM20" 0 "Fejervarya_multistriata"
"141" "Abditibacteriota" "G_FM21" 0 "Fejervarya_multistriata"
"142" "Abditibacteriota" "G_FM22" 0 "Fejervarya_multistriata"
"143" "Abditibacteriota" "G_FM23" 0 "Fejervarya_multistriata"
"144" "Abditibacteriota" "G_FM24" 0 "Fejervarya_multistriata"
"145" "Abditibacteriota" "G_FM25" 0 "Fejervarya_multistriata"
"146" "Abditibacteriota" "G_FM26" 0 "Fejervarya_multistriata"
"147" "Abditibacteriota" "G_FM27" 0 "Fejervarya_multistriata"
"148" "Abditibacteriota" "G_FM28" 0 "Fejervarya_multistriata"
"149" "Abditibacteriota" "G_FM29" 0 "Fejervarya_multistriata"
"150" "Abditibacteriota" "G_FM3" 0 "Fejervarya_multistriata"
"151" "Abditibacteriota" "G_FM30" 0 "Fejervarya_multistriata"
"152" "Abditibacteriota" "G_FM31" 0 "Fejervarya_multistriata"
"153" "Abditibacteriota" "G_FM32" 0 "Fejervarya_multistriata"
"154" "Abditibacteriota" "G_FM33" 0 "Fejervarya_multistriata"
"155" "Abditibacteriota" "G_FM34" 0 "Fejervarya_multistriata"
"156" "Abditibacteriota" "G_FM35" 0 "Fejervarya_multistriata"
"157" "Abditibacteriota" "G_FM36" 0 "Fejervarya_multistriata"
"158" "Abditibacteriota" "G_FM37" 0 "Fejervarya_multistriata"
"159" "Abditibacteriota" "G_FM38" 0 "Fejervarya_multistriata"
"160" "Abditibacteriota" "G_FM39" 0 "Fejervarya_multistriata"
"161" "Abditibacteriota" "G_FM4" 0 "Fejervarya_multistriata"
"162" "Abditibacteriota" "G_FM40" 0 "Fejervarya_multistriata"
"163" "Abditibacteriota" "G_FM41" 0 "Fejervarya_multistriata"
"164" "Abditibacteriota" "G_FM42" 0 "Fejervarya_multistriata"
"165" "Abditibacteriota" "G_FM43" 0 "Fejervarya_multistriata"
"166" "Abditibacteriota" "G_FM44" 0 "Fejervarya_multistriata"
"167" "Abditibacteriota" "G_FM45" 0 "Fejervarya_multistriata"
"168" "Abditibacteriota" "G_FM46" 0 "Fejervarya_multistriata"
"169" "Abditibacteriota" "G_FM47" 0 "Fejervarya_multistriata"
"170" "Abditibacteriota" "G_FM48" 0 "Fejervarya_multistriata"
"171" "Abditibacteriota" "G_FM49" 0 "Fejervarya_multistriata"
"172" "Abditibacteriota" "G_FM5" 0 "Fejervarya_multistriata"
"173" "Abditibacteriota" "G_FM50" 0 "Fejervarya_multistriata"
"174" "Abditibacteriota" "G_FM51" 0 "Fejervarya_multistriata"
"175" "Abditibacteriota" "G_FM52" 0 "Fejervarya_multistriata"
"176" "Abditibacteriota" "G_FM53" 0 "Fejervarya_multistriata"
"177" "Abditibacteriota" "G_FM54" 0 "Fejervarya_multistriata"
"178" "Abditibacteriota" "G_FM55" 0 "Fejervarya_multistriata"
"179" "Abditibacteriota" "G_FM56" 0 "Fejervarya_multistriata"
"180" "Abditibacteriota" "G_FM57" 0 "Fejervarya_multistriata"
"181" "Abditibacteriota" "G_FM58" 0 "Fejervarya_multistriata"
"182" "Abditibacteriota" "G_FM59" 0 "Fejervarya_multistriata"
"183" "Abditibacteriota" "G_FM6" 0 "Fejervarya_multistriata"
"184" "Abditibacteriota" "G_FM60" 0 "Fejervarya_multistriata"
"185" "Abditibacteriota" "G_FM61" 0 "Fejervarya_multistriata"
"186" "Abditibacteriota" "G_FM62" 0 "Fejervarya_multistriata"
"187" "Abditibacteriota" "G_FM63" 0 "Fejervarya_multistriata"
"188" "Abditibacteriota" "G_FM64" 0 "Fejervarya_multistriata"
"189" "Abditibacteriota" "G_FM65" 0 "Fejervarya_multistriata"
"190" "Abditibacteriota" "G_FM66" 0 "Fejervarya_multistriata"
"191" "Abditibacteriota" "G_FM67" 0 "Fejervarya_multistriata"
"192" "Abditibacteriota" "G_FM68" 0 "Fejervarya_multistriata"
"193" "Abditibacteriota" "G_FM69" 0 "Fejervarya_multistriata"
"194" "Abditibacteriota" "G_FM7" 0 "Fejervarya_multistriata"
"195" "Abditibacteriota" "G_FM70" 0 "Fejervarya_multistriata"
"196" "Abditibacteriota" "G_FM71" 0 "Fejervarya_multistriata"
"197" "Abditibacteriota" "G_FM72" 0 "Fejervarya_multistriata"
"198" "Abditibacteriota" "G_FM73" 0 "Fejervarya_multistriata"
"199" "Abditibacteriota" "G_FM74" 0 "Fejervarya_multistriata"
"200" "Abditibacteriota" "G_FM75" 0 "Fejervarya_multistriata"
"201" "Abditibacteriota" "G_FM76" 0 "Fejervarya_multistriata"
"202" "Abditibacteriota" "G_FM77" 0 "Fejervarya_multistriata"
"203" "Abditibacteriota" "G_FM78" 0 "Fejervarya_multistriata"
"204" "Abditibacteriota" "G_FM79" 0 "Fejervarya_multistriata"
"205" "Abditibacteriota" "G_FM8" 0 "Fejervarya_multistriata"
"206" "Abditibacteriota" "G_FM80" 0 "Fejervarya_multistriata"
"207" "Abditibacteriota" "G_FM81" 0 "Fejervarya_multistriata"
"208" "Abditibacteriota" "G_FM82" 0 "Fejervarya_multistriata"
"209" "Abditibacteriota" "G_FM83" 0 "Fejervarya_multistriata"
"210" "Abditibacteriota" "G_FM84" 0 "Fejervarya_multistriata"
"211" "Abditibacteriota" "G_FM85" 0 "Fejervarya_multistriata"
"212" "Abditibacteriota" "G_FM86" 0 "Fejervarya_multistriata"
"213" "Abditibacteriota" "G_FM87" 0 "Fejervarya_multistriata"
"214" "Abditibacteriota" "G_FM88" 0 "Fejervarya_multistriata"
"215" "Abditibacteriota" "G_FM89" 0 "Fejervarya_multistriata"
"216" "Abditibacteriota" "G_FM9" 0 "Fejervarya_multistriata"
"217" "Abditibacteriota" "G_FM90" 0 "Fejervarya_multistriata"
"218" "Abditibacteriota" "G_FM91" 0 "Fejervarya_multistriata"
"219" "Abditibacteriota" "G_FM92" 0 "Fejervarya_multistriata"
"220" "Abditibacteriota" "G_FM93" 0 "Fejervarya_multistriata"
"221" "Abditibacteriota" "G_FM94" 0 "Fejervarya_multistriata"
"222" "Abditibacteriota" "G_FM95" 0 "Fejervarya_multistriata"
"223" "Abditibacteriota" "G_FM96" 0 "Fejervarya_multistriata"
"224" "Abditibacteriota" "G_FM97" 0 "Fejervarya_multistriata"
"225" "Abditibacteriota" "G_FM98" 0 "Fejervarya_multistriata"
"226" "Abditibacteriota" "G_FM99" 0 "Fejervarya_multistriata"
"227" "Abditibacteriota" "G_HG1" 0 "Hylarana_guentheri"
"228" "Abditibacteriota" "G_HG10" 0 "Hylarana_guentheri"
"229" "Abditibacteriota" "G_HG11" 0 "Hylarana_guentheri"
"230" "Abditibacteriota" "G_HG12" 0 "Hylarana_guentheri"
"231" "Abditibacteriota" "G_HG13" 0 "Hylarana_guentheri"
"232" "Abditibacteriota" "G_HG14" 0 "Hylarana_guentheri"
"233" "Abditibacteriota" "G_HG15" 0 "Hylarana_guentheri"
"234" "Abditibacteriota" "G_HG16" 0 "Hylarana_guentheri"
"235" "Abditibacteriota" "G_HG17" 0 "Hylarana_guentheri"
"236" "Abditibacteriota" "G_HG18" 0 "Hylarana_guentheri"
"237" "Abditibacteriota" "G_HG19" 0 "Hylarana_guentheri"
"238" "Abditibacteriota" "G_HG2" 0 "Hylarana_guentheri"
"239" "Abditibacteriota" "G_HG20" 0 "Hylarana_guentheri"
"240" "Abditibacteriota" "G_HG21" 0 "Hylarana_guentheri"
"241" "Abditibacteriota" "G_HG22" 0 "Hylarana_guentheri"
"242" "Abditibacteriota" "G_HG23" 0 "Hylarana_guentheri"
"243" "Abditibacteriota" "G_HG24" 0 "Hylarana_guentheri"
"244" "Abditibacteriota" "G_HG25" 0 "Hylarana_guentheri"
"245" "Abditibacteriota" "G_HG26" 0 "Hylarana_guentheri"
"246" "Abditibacteriota" "G_HG27" 0 "Hylarana_guentheri"
"247" "Abditibacteriota" "G_HG28" 0 "Hylarana_guentheri"
"248" "Abditibacteriota" "G_HG29" 0 "Hylarana_guentheri"
"249" "Abditibacteriota" "G_HG3" 0 "Hylarana_guentheri"
"250" "Abditibacteriota" "G_HG4" 0 "Hylarana_guentheri"
"251" "Abditibacteriota" "G_HG5" 0 "Hylarana_guentheri"
"252" "Abditibacteriota" "G_HG6" 0 "Hylarana_guentheri"
"253" "Abditibacteriota" "G_HG7" 0 "Hylarana_guentheri"
"254" "Abditibacteriota" "G_HG8" 0 "Hylarana_guentheri"
"255" "Abditibacteriota" "G_HG9" 0 "Hylarana_guentheri"
"256" "Abditibacteriota" "G_KR1" 0 "Kaloula_rugifera"
"257" "Abditibacteriota" "G_KR2" 0 "Kaloula_rugifera"
"258" "Abditibacteriota" "G_KR3" 0 "Kaloula_rugifera"
"259" "Abditibacteriota" "G_KR4" 0 "Kaloula_rugifera"
"260" "Abditibacteriota" "G_KR5" 0 "Kaloula_rugifera"
"261" "Abditibacteriota" "G_KR6" 0 "Kaloula_rugifera"
"262" "Abditibacteriota" "G_KR7" 0 "Kaloula_rugifera"
"263" "Abditibacteriota" "G_KR8" 0 "Kaloula_rugifera"
"264" "Abditibacteriota" "G_MF1" 0 "Microhyla_fissipes"
"265" "Abditibacteriota" "G_MF10" 0 "Microhyla_fissipes"
"266" "Abditibacteriota" "G_MF11" 0 "Microhyla_fissipes"
"267" "Abditibacteriota" "G_MF12" 0 "Microhyla_fissipes"
"268" "Abditibacteriota" "G_MF13" 0 "Microhyla_fissipes"
"269" "Abditibacteriota" "G_MF14" 0 "Microhyla_fissipes"
"270" "Abditibacteriota" "G_MF15" 0 "Microhyla_fissipes"
"271" "Abditibacteriota" "G_MF16" 0 "Microhyla_fissipes"
"272" "Abditibacteriota" "G_MF17" 0 "Microhyla_fissipes"
"273" "Abditibacteriota" "G_MF18" 0 "Microhyla_fissipes"
"274" "Abditibacteriota" "G_MF19" 0 "Microhyla_fissipes"
"275" "Abditibacteriota" "G_MF2" 0 "Microhyla_fissipes"
"276" "Abditibacteriota" "G_MF20" 0 "Microhyla_fissipes"
"277" "Abditibacteriota" "G_MF21" 0 "Microhyla_fissipes"
"278" "Abditibacteriota" "G_MF22" 0 "Microhyla_fissipes"
"279" "Abditibacteriota" "G_MF23" 0 "Microhyla_fissipes"
"280" "Abditibacteriota" "G_MF24" 0 "Microhyla_fissipes"
"281" "Abditibacteriota" "G_MF25" 0 "Microhyla_fissipes"
"282" "Abditibacteriota" "G_MF3" 0 "Microhyla_fissipes"
"283" "Abditibacteriota" "G_MF4" 0 "Microhyla_fissipes"
"284" "Abditibacteriota" "G_MF5" 0 "Microhyla_fissipes"
"285" "Abditibacteriota" "G_MF6" 0 "Microhyla_fissipes"
"286" "Abditibacteriota" "G_MF7" 0 "Microhyla_fissipes"
"287" "Abditibacteriota" "G_MF8" 0 "Microhyla_fissipes"
"288" "Abditibacteriota" "G_MF9" 0 "Microhyla_fissipes"
"289" "Abditibacteriota" "G_OG1" 0 "Odorrana_graminea"
"290" "Abditibacteriota" "G_OG2" 0 "Odorrana_graminea"
"291" "Abditibacteriota" "G_OG3" 0 "Odorrana_graminea"
"292" "Abditibacteriota" "G_OG4" 0 "Odorrana_graminea"
"293" "Abditibacteriota" "G_OG5" 0 "Odorrana_graminea"
"294" "Abditibacteriota" "G_OG6" 0 "Odorrana_graminea"
"295" "Abditibacteriota" "G_OGR1" 0 "Odorrana_grahami"
"296" "Abditibacteriota" "G_OGR2" 0 "Odorrana_grahami"
"297" "Abditibacteriota" "G_OGR3" 0 "Odorrana_grahami"
"298" "Abditibacteriota" "G_OGR4" 0 "Odorrana_grahami"
"299" "Abditibacteriota" "G_OM1" 0 "Odorrana_margaretae"
"300" "Abditibacteriota" "G_OM10" 0 "Odorrana_margaretae"
"301" "Abditibacteriota" "G_OM11" 0 "Odorrana_margaretae"
"302" "Abditibacteriota" "G_OM12" 0 "Odorrana_margaretae"
"303" "Abditibacteriota" "G_OM13" 0 "Odorrana_margaretae"
"304" "Abditibacteriota" "G_OM14" 0 "Odorrana_margaretae"
"305" "Abditibacteriota" "G_OM15" 0 "Odorrana_margaretae"
"306" "Abditibacteriota" "G_OM16" 0 "Odorrana_margaretae"
"307" "Abditibacteriota" "G_OM17" 0 "Odorrana_margaretae"
"308" "Abditibacteriota" "G_OM18" 0 "Odorrana_margaretae"
"309" "Abditibacteriota" "G_OM19" 0 "Odorrana_margaretae"
"310" "Abditibacteriota" "G_OM2" 0 "Odorrana_margaretae"
"311" "Abditibacteriota" "G_OM20" 0 "Odorrana_margaretae"
"312" "Abditibacteriota" "G_OM21" 0 "Odorrana_margaretae"
"313" "Abditibacteriota" "G_OM22" 0 "Odorrana_margaretae"
"314" "Abditibacteriota" "G_OM23" 0 "Odorrana_margaretae"
"315" "Abditibacteriota" "G_OM24" 0 "Odorrana_margaretae"
"316" "Abditibacteriota" "G_OM3" 0 "Odorrana_margaretae"
"317" "Abditibacteriota" "G_OM4" 0 "Odorrana_margaretae"
"318" "Abditibacteriota" "G_OM5" 0 "Odorrana_margaretae"
"319" "Abditibacteriota" "G_OM6" 0 "Odorrana_margaretae"
"320" "Abditibacteriota" "G_OM7" 0 "Odorrana_margaretae"
"321" "Abditibacteriota" "G_OM8" 0 "Odorrana_margaretae"
"322" "Abditibacteriota" "G_OM9" 0 "Odorrana_margaretae"
"323" "Abditibacteriota" "G_OO1" 0 "Oreolalax_omeimontis"
"324" "Abditibacteriota" "G_OO2" 0 "Oreolalax_omeimontis"
"325" "Abditibacteriota" "G_OO3" 0 "Oreolalax_omeimontis"
"326" "Abditibacteriota" "G_OO4" 0 "Oreolalax_omeimontis"
"327" "Abditibacteriota" "G_OS1" 0 "Odorrana_schmackeri"
"328" "Abditibacteriota" "G_OS2" 0 "Odorrana_schmackeri"
"329" "Abditibacteriota" "G_OS3" 0 "Odorrana_schmackeri"
"330" "Abditibacteriota" "G_OS4" 0 "Odorrana_schmackeri"
"331" "Abditibacteriota" "G_OS5" 0 "Odorrana_schmackeri"
"332" "Abditibacteriota" "G_OS6" 0 "Odorrana_schmackeri"
"333" "Abditibacteriota" "G_PB1" 0 "Polypedates_braueri"
"334" "Abditibacteriota" "G_PB10" 0 "Polypedates_braueri"
"335" "Abditibacteriota" "G_PB11" 0 "Polypedates_braueri"
"336" "Abditibacteriota" "G_PB12" 0 "Polypedates_braueri"
"337" "Abditibacteriota" "G_PB13" 0 "Polypedates_braueri"
"338" "Abditibacteriota" "G_PB14" 0 "Polypedates_braueri"
"339" "Abditibacteriota" "G_PB2" 0 "Polypedates_braueri"
"340" "Abditibacteriota" "G_PB3" 0 "Polypedates_braueri"
"341" "Abditibacteriota" "G_PB4" 0 "Polypedates_braueri"
"342" "Abditibacteriota" "G_PB5" 0 "Polypedates_braueri"
"343" "Abditibacteriota" "G_PB6" 0 "Polypedates_braueri"
"344" "Abditibacteriota" "G_PB7" 0 "Polypedates_braueri"
"345" "Abditibacteriota" "G_PB8" 0 "Polypedates_braueri"
"346" "Abditibacteriota" "G_PB9" 0 "Polypedates_braueri"
"347" "Abditibacteriota" "G_PN1" 0 "Pelophylax_nigromaculatus"
"348" "Abditibacteriota" "G_PN10" 0 "Pelophylax_nigromaculatus"
"349" "Abditibacteriota" "G_PN11" 0 "Pelophylax_nigromaculatus"
"350" "Abditibacteriota" "G_PN12" 0 "Pelophylax_nigromaculatus"
"351" "Abditibacteriota" "G_PN13" 0 "Pelophylax_nigromaculatus"
"352" "Abditibacteriota" "G_PN14" 0 "Pelophylax_nigromaculatus"
"353" "Abditibacteriota" "G_PN15" 0 "Pelophylax_nigromaculatus"
"354" "Abditibacteriota" "G_PN16" 0 "Pelophylax_nigromaculatus"
"355" "Abditibacteriota" "G_PN17" 0 "Pelophylax_nigromaculatus"
"356" "Abditibacteriota" "G_PN18" 0 "Pelophylax_nigromaculatus"
"357" "Abditibacteriota" "G_PN19" 0 "Pelophylax_nigromaculatus"
"358" "Abditibacteriota" "G_PN2" 0 "Pelophylax_nigromaculatus"
"359" "Abditibacteriota" "G_PN20" 0 "Pelophylax_nigromaculatus"
"360" "Abditibacteriota" "G_PN21" 0 "Pelophylax_nigromaculatus"
"361" "Abditibacteriota" "G_PN22" 0 "Pelophylax_nigromaculatus"
"362" "Abditibacteriota" "G_PN23" 0 "Pelophylax_nigromaculatus"
"363" "Abditibacteriota" "G_PN24" 0 "Pelophylax_nigromaculatus"
"364" "Abditibacteriota" "G_PN25" 0 "Pelophylax_nigromaculatus"
"365" "Abditibacteriota" "G_PN26" 0 "Pelophylax_nigromaculatus"
"366" "Abditibacteriota" "G_PN3" 0 "Pelophylax_nigromaculatus"
"367" "Abditibacteriota" "G_PN4" 0 "Pelophylax_nigromaculatus"
"368" "Abditibacteriota" "G_PN5" 0 "Pelophylax_nigromaculatus"
"369" "Abditibacteriota" "G_PN6" 0 "Pelophylax_nigromaculatus"
"370" "Abditibacteriota" "G_PN7" 0 "Pelophylax_nigromaculatus"
"371" "Abditibacteriota" "G_PN8" 0 "Pelophylax_nigromaculatus"
"372" "Abditibacteriota" "G_PN9" 0 "Pelophylax_nigromaculatus"
"373" "Abditibacteriota" "G_QB1" 0 "Quasipaa_boulengeri"
"374" "Abditibacteriota" "G_QB10" 0 "Quasipaa_boulengeri"
"375" "Abditibacteriota" "G_QB11" 0 "Quasipaa_boulengeri"
"376" "Abditibacteriota" "G_QB12" 0 "Quasipaa_boulengeri"
"377" "Abditibacteriota" "G_QB13" 0 "Quasipaa_boulengeri"
"378" "Abditibacteriota" "G_QB14" 0 "Quasipaa_boulengeri"
"379" "Abditibacteriota" "G_QB15" 0 "Quasipaa_boulengeri"
"380" "Abditibacteriota" "G_QB16" 0 "Quasipaa_boulengeri"
